3896 2877 3115 758 328 167 1891 68 3896 2877 10 199 717 838 5108 1235 1842 310 233 2004,1,309
248 859 543 251 619 365 175 153 859 83 27 1553 251 619 365 38 941 365 4799 6813,1,314
3115 758 4152 495 198 351 156 327 62 1601 38 3115 758 52 340 177 3115 443 704 251,1,329
11 25 110 1508 633 622 78 288 496 846 14 11 78 246 1852 286 969,1,332
31 199 985 622 609 1029 4987 8 9 55 373 494 867 622 199 1437 985 42 622 59,1,335
1433 48 7 156 350 455 892 1703 48 7 457 566 661 570 700 1108 3845 1200 1301 719,1,364
610 177 80 177 15 1301 200 264 332 610 27 151 27 80 27 99 27 422 1837 15,1,372
3057 202 460 3735 1872 2 3057 202 856 2132 4370 57 868 38 38 1872 2018 184 460 3735,1,374
4695 2690 913 162 2086 337 404 383 1475 2690 913 1504 337 179 53 48 53 2690 913 28,1,383
1227 7 337 867 102 175 2279 2464 118 41 208 105 31 1227 53 2097 6337 5289 337 867,1,385
1644 42 46 40 11505 2827 5493 2827 5493 887 597 482 177 93 52 142 4317 2827 2887 509,1,389
899 564 465 337 138 499 45 514 399 24 2006 153 635 405 1158 465 337 138 86 167,1,395
14914 662 5732 391 547 860 35964 14914 662 5732 391 1213 3295 9 35965 46 134 116 34 788,1,400
17 96 253 12 41 1570 96 386 17 124 160 183 36 1573 727 2 480 710 111 253,1,410
1601 38 278 2455 1601 38 151 21 178 2180 43 247 203 143 2650 831 278 2455 301 206,1,430
39 632 364 19 488 610 48 138 47481 46 428 31 453 84 896 84 632 181 26 68,1,433
712 913 24400 712 913 416 71 4949 958 522 427 557 13438 4753,1,446
6422 3634 2741 133 3563 54 8218 133 3563 19577 3563 639 19577 478 10 354 8733 47483 133 3563,1,452
420 80 1605 153 420 80 1319 75 268 56 1055 225 80 1605 415 164 1383 40 27 14,1,454
155 125 47 1745 3 79 1745 3 155 1289 176 47 155 125 47 367 173 151 52 415,1,455
1029 2179 809 28 1 1 111 187 2179 4028 1873 1298 1 1 1 1 898 3 47486 7429,1,461
622 100 1304 879 1404 622 609 479 4405 12412 5075 770 56 46 1994 81 51 177 622 609,1,476
12 21 538 1191 79 15 12 21 1663 189 538 1191 17 2437 3 1986 323 340 364 177,1,500
338 31 239 94 62 310 47492 94 2081 120 491 120 574 84 31 239 94 47493 84 278,1,515
204 3 72 265 57 167 470 972 1583 31 182 3 423 2540 870 210 72 265 57 167,1,530
1164 474 1266 4436 873 11 539 234 451 191 319 936 176 1584 492 474 329 1 269 14929,1,533
382 21 2225 273 21 657 1999 754 3105 3175 1741 1807 69 21 375 3924 29164 273 21 140,1,546
12 203 126 537 868 252 2819 125 5 830 6270 6425 64 12 73 274 17 5 299 125,1,551
14190 9 2345 17 28 68 3066 768 11 529 224 8520 1080 365 1219 62 153 737 84 717,1,559
644 319 554 242 727 94 721 6072 9775 4 765 152 11179 319 554 3162 318 152 1556 3162,1,563
1227 7 251 48 3 48 3 167 40 178 82 93 268 1487 5733 167 135 47504 1487 105,1,570
1226 3546 5929 566 4631 1754 1052 4841 3105 4206 1999 1226 3546 515 1407 4519 6073 5929 626 566,1,582
2450 5497 2132 719 92 5497 2132 929 719 92 1374 3 715 2689 1406 929 5064 719 92 1141,1,590
100 38 152 510 74 41 15 155 153 1016 279 1031 519 1852 50 1644 521 321 28 423,1,610
17 1881 486 1748 1881 178 46 436 4161 1881 810 140 1568 3017 1398 551 65 220 103 6074,1,616
15 12 21 2694 640 2694 446 3 677 1417 94 3 155 3989 2985 155 1184 270 219 5255,1,625
111 6143 5022 1118 9 643 429 458 494 1739 488 36 322 1198 936 153 2473 91 2809 5686,1,640
1601 38 752 3001 9 6427 1016 4869 280 477 327 30 3848 5034 655 329 138 3938 138 3737,1,652
153 2473 7527 363 48 138 2931 1597 899 300 48 138 10546 213 66 75 324 142 43 363,1,672
11928 308 12426 1450 9317 18231 12426 308 2562 18 766 1668 64 1342 2851 883 2 53 271 1613,1,686
459 274 2 40 459 274 27 3761 1285 274 27 17 1118 2152 2417 1644 676 278 84 459,1,691
673 208 101 633 410 322 264 197 139 673 208 101 130 17 1697 13 623 267 111 21,1,696
44 48 138 1992 654 654 48 3656 4320 1792 982 654 5 44 365 253 494 84 1421 8941,1,731
461 932 806 200 45 5150 2047 46 4381 4696 82,1,743
3493 422 1017 265 305 12 247 5497 491 4 393 98 61 104 28 2427 6 13 170 59,1,769
2134 387 820 34 2038 2207 57 329 61 104 387 820 11 2207 57 329 57 329 452 35,1,807
1990 1032 71 10572 2302 1990 252 252 1990 2464 1241 10572 1126 71 14948 1241 10572 126 255 2,1,812
1681 2225 1794 868 939 919 571 610 1681 177 47524 9322 3368 1798 1794 868 1864 3329 280 120,1,815
375 2881 222 204 299 56 9 1133 761 204 3 72 265 57 167 104 581 43 299 118,1,834
2323 9 140 16 2323 9 140 1572 232 1288 182 15 184 51 8 9 2 1066 570 385,1,840
167 12 3 130 48 311 3872 3833 519,1,847
1694 2032 15 288 1046 2032 13477 47526 242 367 2032,1,849
1114 1180 365 180 208 574 1114 1180 365 180 580 4630 412 1442 1442 64 1114 111 818 1834,1,868
476 608 1397 175 153 476 5744 1397 175 497 4552 2965 587 162 422 137,1,873
673 208 997 180 144 107 393 3692 66 151 417 2633 180 144 183 253 793 173 213 201,1,889
4050 1494 2152 27 7 566 778 1581 4552 36065 1520 775 919 36066 2490 3029 156 729 86 428,1,903
1054 1516 783 299 428 299 416 85 14 90 176 299 416 981 3010 967 5120 3300 416 2730,1,908
952 1070 1139 208 376 83 1215 21 1 1 1 374 299 406 2205 897 252 374 299 1272,1,915
2 75 9129 1896 15830 156 350 501 3947 47550 9129 1896 15830 9129 130 1173 1366 697 168 1896,1,947
1586 820 11 402 80 21 670 273 3 820 51 264 273 1586 402 80 21 324 198 196,1,953
185 193 1244 44 233 571 185 633 193 1 1244 44 14 233 44 2 233 44 1244 1306,1,981
58 752 272 156 143 71 4409 566 209 4881 1581 9332 1213 497 839 58 752 532 3300 1219,1,983
31 12 3 3 1986 893 916 12 21 32 1567 6997 477 2055 45 1986 2873 180 530 1994,1,993
42 46 40 1919 52 4117 1261 246 4117 206 902 519 643 698 42 3 1986 736 4492 4060,1,1010
3095 479 10 8237 138 911 884 1209 974 1556 3599 1231 11949 810 8237 138 7116 2356 513 22,1,1036
423 27 12 72 81 51 423 12 6133 27 196 6829 130 108 2772 274 311 4 24476 18,1,1047
162 125 1174 566 893 75 162 125 852 180 222 143 3649 367 512 162 570 621 2 131,1,1072
1433 4031 655 6351 4459 655 162 246 859 27 2 17 982 655 504 27 168 428 1710 47569,1,1076
17 184 11 80 114 956 57 36 14 213 939 916 236 3283 569 327 956 689 80 27,1,1081
96 1182 51 63 3 1463 453 21 8 52 36 4753 570 621 436 1182 11 419 225 3158,1,1102
197 302 2369 3794 9 566 3300 1516 29 460 14969 228 14970 477 6052 47571 36 3170 45 9794,1,1108
1324 2877 1003 218 5396 4153 761 1243 1359 152 218 3856 7796 963 1017 17 4 69 73 774,1,1124
9336 833 154 828 1661 128 529 245 1387 8 17 15 224 529 833 128 2 1528 9 1617,1,1142
486 111 728 3233 1148 486 111 79 2438 805 431 206 1148 111 609 610 609 2435 408 728,1,1151
867 229 338 3761 229 338 458 25 16 524 1052 229 338 568 14 120 867 229 338 867,1,1159
1924 3117 389 10 31 1485 198 1719 209 1158 1924 3117 389 10 242 75 142 346 1264 504,1,1162
184 737 755 673 208 746 1108 755 673 208 149 80 673 208 797 142 420 514 401 777,1,1184
1069 1698 32 1256 585 53 1069 1698 32 1256 585 201 303 1245 581 43 8084 22035 1276 1014,1,1194
287 567 3 3 567 3 246 3 343 1128 3916 90 611 3 47 1248 1732 567 16 347,1,1237
2982 340 2982 299 2982 294 224 272 527 16866 905 9 258 882 936 149 6061 1967 754,1,1269
15851 707 321 566 661 56 707 321 3827 1233 28 15851 1309 729 134 1219 62 3027 56 47581,1,1283
1494 9341 48 138 1204 9 1132 52 14 458 1739 488 3835 494 147 1587 965 2918 129 844,1,1291
1728 2111 7 6354 768 224 1176 7 1391 116 68 1760 2327 1997 4643 1841 768 224 1997 193,1,1312
47589 111 84 62 2824 111 21 1685 80 27 51 1803 2959 51 14 120 1299 111 84 1685,1,1346
319 2359 9089 326 495 79 113 134 554 319 52 1809 62 187 9089 326 359 319 554 182,1,1363
717 247 283 1865 18 247 28 247 122 643 19661 5250 9 137 153 5397 461 203 206 52,1,1367
1228 731 51 152 731 51 181 443 51 3297 189 590 120 126 3297 189 146 120 217 709,1,1380
116 1024 11 646 54 35 5 38 466 116 46 4258 230 45 897 215 11 646 54 11,1,1388
298 16939 4482 864 9 4382 111 84 298 21 16939 80 27 51,1,1438
873 462 301 862 288 141 555 141 555 141 130 1095 1100 3498 747 555 747 383 873 2,1,1464
10595 179 5361 305 7941 1202 673 3148 689 12 72 867 81 51 35 185 28 393 231 995,1,1465
224 2020 44 1452 828 4226 6441 2 548 765 2563 381 154 2020 24 2742 16 347 2252 64,1,1467
461 663 36153 73 821 2044 10869 1871 169 367 461 78 85 36153 73 206 335 10870 29 15,1,1480
768 51 57 224 48 417 64 1366 1489 7803 142 1870 768 11 529 57 224 2938 44 116,1,1492
2950 1855 2993 78 305 350 2950 75 717 1366 107 28 4956 639 35 79 100 1848 1 18,1,1493
24537 6667 429 41 715 1264 5411 143 5039 381 24537 17 5411 5163 429 435 9135 1180 16 17,1,1501
328 1082 267 745 470 2 2872 4300 67 190 165 1768 79 532 328 385 417 35 190 165,1,1504
1644 376 2336 85 448 134 18 2336 32 48 668 2797 137 5937 45 5214 18 1644 376 85,1,1510
978 94 239 38 94 3265 94 239 126 94 347 94 239 3265 165 94 678 333 639 4066,1,1522
2941 81 421 963 9 571 2941 81 421 62 290 121 4287 2572 10335 282 4761 984 1080 3395,1,1546
24 1717 612 101 344 468 152 2894 612 101 344 2806 468 1145 192 11 101 1200 2 1020,1,1554
5802 18 9558 746 44 1 11968 480 1595 18 9558 557 8247,1,1564
94 80 21 367 4 1323 641 11 244 6765 18292 828 1202 18292 6756 1323 1031 11 1962 532,1,1600
675 2413 1447 104 2140 898 223 307 348 18 2413 544 1447 1435 3358 18 6 223 307 348,1,1610
386 105 5 256 81 144 52 226 67 2289 726 183 96 386 394 105 5 256 81 144,1,1614
777 111 691 80 27 27 723 2560 40 777 111 691 80 27 246 980 14 27 723 27,1,1621
1164 1167 2942 92 134 1164 1167 2942 92,1,1624
3782 354 632 3738 1754 3782 354 632 1219 62 22 219,1,1628
12 145 12 442 342 15 385 340 1462 3285 5580 12 145 896 796 12 6574 12 896 1633,1,1634
95 17 84 281 1546 433 1493 564 178 84 137 2649 1820 278 38 1419 36 356 45 17,1,1652
1708 38 5857 1708 38 81 11 206 1004 716 162 2399 90 946 737 2238 253 737 265 251,1,1684
521 1237 203 4223 62 15 153 203 4223 558 1237 484 354 935 214 214 648 4639 1223 6359,1,1714
48 417 24589 12 73 44 48 253 744 67 41 242 367 12 5 67 44 567 2963 44,1,1720
6441 57 997 180 421 62 63 241 482 997 180 421 418 2 729 14 63 2020 55 57,1,1721
40 247 3013 45 3778 4034 1272 111 69 748 2139 12967 101 187 41 1055 456 566 661 41,1,1726
190 1007 340 242 190 1007 1198 263 470 239 12 950 3884 4190 2355 12 753 709 14 190,1,1788
31 442 1086 3716 630 627 35 627 96 48 21 49 771 627 48 1428 636 1086 3716 35,1,1809
3215 137 310 1493 951 505 53 1118 634 239 278 84 2810 40 662 2044 310 45 81 51,1,1827
12478 298 14 8579 1029 1865 429 56 585 1187 120 1800 107 760 2607 298 9357 2589 107 5888,1,1832
1181 78 21 512 286 288 458 226 2275 3062 512 286 288 342 57 21 1304 2615 160 4634,1,1876
125 288 1070 946 152 125 141 24476 110 311 42 162 946 141 381 55 367 124 93 709,1,1886
471 711 177 566 899 608 177 145 5677 9825 12970 1632 11564 14261 284 289 177 471 797 264,1,1893
385 2521 966 1947 15885 9 156 1932 282 62 966 106 1603 251 641 273 3 523 111 601,1,1912
400 445 57 346 124 35 56 162 4 400 216 434 36263 11 751 286 68 320 81 11,1,1916
3173 138 2419 431 48 138 97 1294 358 2976 338 338 54 796 11 14 1141 1259 386 7,1,1931
1089 69 419 455 4308 4 26 419 36266 419 116 800 8520 768 1428 224 4 37 888 3107,1,1937
111 84 339 119 11 1093 111 21 2 160 433 742 1803 2199 719 92 1610 835 3646 719,1,1951
137 690 10 451 457 2061 328 1467 568 3271 3896 2877 1760 505 47638 6926 2 219 410 57,1,1959
8777 1447 3125 18 8777 1447 323 61 104 348 3358 85 103 4580 4127 876 47641 1355 509 323,1,1960
1812 443 21 939 916 815 35 1199 57 48 3 436 1812 443 3 62 3 10034 865 2,1,1972
2573 281 902 295 761 1970 5514 10 242 2876 2047 11523 18267 2275 450 4722 569 10 2573 28,1,1977
9151 18 247 294 224 2279 813 1865 375 18 247 375 294 224 2 8587 1865 35 69 18,1,1988
393 483 1011 229 247 4 18 41 152 254 393 483 1011 4 20 98 185 98 939 134,1,2004
3221 3639 15 44 1113 1034 302 304 1263 10324 50 720 213 22 178 53 300 302 679 108,1,2014
27 613 36305 248 4727 47656 3268 27 812 12 145 417 57 85 36 17 2208 199 73 36,1,2015
43 621 2364 562 144 2647 1407 1561 144 1711 4 96 101 769 562 144 47657 1407 1561 144,1,2019
162 1082 2578 294 154 662 209 1365 162 2578 294 154 428 294 154 10532 556 189 47 1854,1,2022
601 90 15 281 417 2794 281 152 744 67 15 281 417 709 258 281,1,2038
778 404 457 399 823 282 45 597 286 355 54 656 458 4019 372 50 778 404 566 662,1,2040
757 11993 62 232 2138 2861 1903 566 708 9 169 495 79 35 176 5 169 231 757 3370,1,2054
32 190 165 84 319 54 3842 11154 465 48 138 8589 6827 887 137 7566 417 84 319 54,1,2071
1093 80 21 1923 11 4 2324 1923 956 57 226 558 1093 80 21 2324,1,2077
248 1398 3817 438 156 497 188 1398 3817 3817 340 18 694 100 18 388 2388 32 127 2218,1,2093
3896 4229 893 428 8 9 3896 402 4229 18 41,1,2132
1644 5731 1916 282 138 139 2371 2526 1707 457 153 5891 810 696 3041 457 271 29445 328 1419,1,2146
1395 71 4050 1700 209 1395 71 4050 1700 1970 93 754 541 476 737 1395 1970 2 3858 2030,1,2147
4064 2090 1319 2090 1319 352 151 177 5 2090 1319 1889 12 649 22 2650 177 936 45 5,1,2150
40 99 177 566 450 99 177 2174 2 4666 341 137 99 177 1118 428 2043 137 630 378,1,2185
163 2244 1728 2111 723 1170 17 101 223 881 15 695 543 3567 379 57 543 1728 2111 723,1,2200
190 1926 2813 4871 149 31 24687 4137 5703 1373 346 53 62 227 2884 363 201 190 1926 44,1,2212
2872 977 117 79 1102 69 91 91 977 3213 363 1274 11239 1957 4047 3882 69 14 104 117,1,2218
278 47683 1356 3491 27 9365 48 289 615 874 615 12499 874 874 278 147 509 2983 5 286,1,2264
5857 619 111 3737 15920 31 183 386 619 111 83 499 45 62 29 417 1048 2213 2521 1997,1,2269
75 27 7 1738 46 198 95 282 837 465 698 1467 27 36383 29 792 1581 2359 4247 58,1,2270
77 5177 12 3 7 3710 1387 12 21 1090 852 21 2128 1697 21 16 327 66 6369 103,1,2281
294 224 1678 102 175 566 919 1597 200 294 224 304 465 488 605 79 294 224 183 329,1,2293
133 1428 566 2925 8223 1335 3061 1335 566 3300 162 133 1245 416 1481 15 1108 133 1245 1245,1,2302
528 1002 7 488 7467 3291 488 1002 7 48 138 56 2447 198 196 31 386 11576 531 199,1,2314
731 38 317 1974 379 894 632 4 57 731 38 270 172 894 632 2182 135 2182 58 1,1,2369
7586 862 53 152 656 8113 3756 47693 31 1542 10620 862 8113 24693 547 694 1542 7354 2268 134,1,2372
486 737 421 906 48 3656 118 61 104 285 237 94 20 310 306 81 421 306 1364 678,1,2414
180 421 768 51 403 3431 2563 3494 9 1225 1463 1850 180 421 768 11 643 169 647 2110,1,2461
3733 13 204 119 73 152 478 2362 3733 13 528 87 119 73 1 254 301 862 2233 926,1,2483
47694 35 154 1199 3 768 1245 3935 6832 1245 229 642 1493 899 451 3526 19752 2480 11580 162,1,2503
149 1108 109 38 62 304 621 172 109 190 165 278 38 41 2719 9088 3404 109 532 1473,1,2525
5178 613 817 151 386 367 35 386 253 47695 253 36405 253 34 36405 631 1452 34 151 253,1,2548
137 620 607 1019 2471 10 619 41 7 2589 107 4359 71 5042 957 764 2111 2259 167 3208,1,2557
8787 810 1237 5875 1741 4852 8787 810 2630 942 161 332 8787 1237 704 55 2479 931 592 1623,1,2596
1118 1933 57 1219 8 9 1933 57 215 48 9356 45 298 1024 401 92 352 4753 328 594,1,2607
118 18 3959 797 35 101 3710 156 3300 178 268 3848 118 18 3959 2555 35 101 1157 797,1,2615
4217 135 365 1101 3 62 1101 21 365 102 175 93 4217 135 153 22161 97 153 4573 812,1,2640
81 421 80 21 272 3710 1724 193 3317 189 1610 421 205 218 81 421 1092 80 218 193,1,2671
2286 193 530 56 418 6914 11526 2858 156 351 120 4 15 193 12 956 689 3317 34 26,1,2672
3474 24611 272 9167 9 47702 12 47703 102 21 497 787 125 72 23 9 4 125 72 539,1,2681
2047 408 1111 2357 297 8117 156 460 335 15937 514 1970 1061 2029 844 939 836 8 566 1754,1,2696
104 321 98 3209 104 110 311 182 88 371 98 491 104 360 679 868 868 104 367 1378,1,2708
1228 613 887 546 2944 4 191 229 824 84 4 15 613 12 145 526 4 3713 10625 4646,1,2710
813 6137 4321 104 31 227 1317 50 227 724 98 85,1,2724
42 162 84 902 272 6943 9 21 151 21 152 3943 939 61 10910 21 24728 2818 338 2713,1,2748
1494 9341 167 7 10366 883 3649 9 156 556 514 2 332 4482 167 7 481 19769 1522 18381,1,2755
702 1375 444 553 110 311 434 553 22171 557 1375 159 553 2921 753 627 553 2921 157 553,1,2757
3582 275 9521 367 182 11250 14 9 12021 989 212 149 22 5350 618 130 1456 4342 12021 990,1,2776
22 185 24 22173 154 2130 7471 10852 183 154 2130 7471 10852 490 1695 17 35 4594 2396 2840,1,2779
1029 70 1775 419 1 1 1754 399 79 2175 2268 18 7 428 870 382 3 185 85 70,1,2791
865 61 3279 479 1485 6281 19 124 167 7 12 21 931 9322 902 10912 29240 18384 865 2180,1,2795
1118 267 2741 61 104 834 2893 1557 812 615 1626 6731 267 913 45 712 2690 2741 9 1118,1,2809
98 85 2587 1608 152 1608 1176 1608 79 19 47712 1913 26 367 98 18 181 6352 167 254,1,2848
1977 78 85 48 594 35 952 3124 78 18 534 4587 48 241 688 124 1625 7361 130 31,1,2861
285 610 177 712 7312 9770 234 285 344 610 177 47714 47715 712 7312 913 96 183 417 17,1,2883
111 1803 2959 51 9 272 9 47716 220 248 93 668 1264 428 557 925 156 3268 3329 252,1,2890
49 90 111 64 2141 1133 9 1803 2959 51 35 162 2141 197 134 34 4111 4111 4111 11249,1,2900
137 8221 105 2 1208 106 302 448 1093 2345 9 2876 236 296 43 2074 197 742 8221 105,1,2904
5132 27 130 830 399 79 5132 27 668 130 52 1588 252 4720 282 495 3639 5132 177 87,1,2905
3924 2494 28 402 529 87 400 445 864 754 1235 400 445 48 138 113 514 272 1618 9,1,2913
561 1120 413 54 8608 28 4 92 57 85 1969 110 311 242 367 413 28 993 95 793,1,2944
597 286 268 682 5123 115 1330 182 151 253 5010 181 1501 38 189 41 165 277 566 661,1,2945
310 1650 959 955 899 341 2102 310 102 38 1650 959 955 1327 244 97 68 553 1051 252,1,2971
196 247 48 7 29 94 41 165 5 36 647 2167 5 181 175 283 247 3418 7 181,1,3003
18 674 561 1659 739 18 674 561 62 1548 1425 272 92 712 277 796 1460 28 50 92,1,3008
5914 1005 240 41 939 2269 1023 268 292 120 4 41 41 240 1005 583 41 240 3799 3084,1,3024
459 99 829 34 829 966 1248 34 6140 4578 601 4267 1189 26 47722 99 34 207 459 73,1,3059
283 2132 298 2167 298 43 2213 11599 1255 419 225 494 2167 79 2132 298 17 283 23 937,1,3078
321 774 559 152 12 73 3386 703 233 5 35 32 508 311 2778 1435 3666 774 2985 410,1,3084
225 193 435 829 257 61 104 829 966 157 157 422 1301 1409 138 1770 57 585 354 93,1,3107
29566 2862 177 206 61 104 60 2 2 1235 29566 2862 177 22206 187 1654 199 17056 219 4350,1,3119
4434 7 86 365 613 2388 247 86 36 45 1235 601 609 190 165 183 310 48 21 41,1,3131
1644 1758 179 161 270 515 342 930 209 3481 350 45 673 7363 161 3951 267 1111 1644 1758,1,3134
32 278 138 1105 1224 175 2719 913 106 285 177 27 1715 278 175 1715 1614 27 87 617,1,3150
1119 737 1327 80 7 156 893 1158 335 1327 80 7 4 87 102 3 704 8438 165 99,1,3154
2039 649 1685 609 911 1231 450 35 1881 692 5 201 797 360 1685 2039 160 939 142 737,1,3165
2653 1082 2299 326 2299 326 95 82 27 7 22 1565 668 1522 45 2865 428 661 449 2748,1,3184
447 100 1497 731 51 242 5024 4 731 11 4 447 32 5024 100 743 625 197 16 745,1,3188
233 1418 3 244 242 386 152 48 3 244 386 233 1418 5 44 233 386 83 1058 172,1,3190
485 3116 5222 231 86 1373 231 796 4485 17066 790 754 931 2858 1836 805 1480 3116 5222 231,1,3204
444 3 165 94 2592 4 94 2592 79 165 922 3 152 3 165 95 725 36 94 3,1,3235
6229 2457 948 499 45 1158 450 71 1354 6229 2457 497 1494 2359 383 2275 367 1220 2213 5173,1,3237
22 532 24810 32 24811 907 2477 43 513 532 24810 32 24811 431 134 367 15 1718 85 185,1,3239
512 137 48 543 1970 564 137 805 137 48 543 982 427 56 50 450 5984 83 1254 40,1,3242
1118 479 693 1804 22 304 809 10 1804 124 375 106 527 56 22 304 809 10 359 241,1,3269
338 6189 141 338 9 338 278 925 815 79 616 338 2368 4 824 229 267 639 4 32,1,3270
829 38 83 387 2888 38 3951 38 3951 38 65 592 1666 4307 102 38 2 6743 2561 2469,1,3280
81 51 563 1397 6328 1164 72 100 11 563 1397 6328 104 40 11 1397 6328 764 2883 277,1,3300
15 21 5344 2621 114 2 95 75 15 12 21 167 177 2621 114 79 451 1040 3009 27,1,3309
104 7 298 21 94 954 51 3232 298 954 11 94 954 11 2266 7655 182 929 719 92,1,3329
1160 297 1174 1295 143 783 133 566 982 458 8511 297 1174 61 104 340 3564 18 1295 852,1,3330
1837 387 898 10 1 4111 476 156 3300 232 387 898 10 1365 10644 64 193 1803 2959 51,1,3376
15 32 1902 96 163 298 21 62 1543 15 184 51 298 21 1027 17 2 160 63 1079,1,3390
3086 760 7 63 96 67 154 329 633 410 2854 307 2 15 1670 1573 329 5170 154 2007,1,3400
159 94 151 3 94 151 61 104 159 94 3 94 159 94 151 3 65 190 165 242,1,3405
313 444 87 21 104 313 444 87 21 470 313 21 922 87 21 340 728 627 93 68,1,3420
3021 213 284 385 350 46 2812 3021 216 354 342 213 385 130 470 1668 379 348 201 1845,1,3428
15 32 189 18 247 128 69 18 1459 399 944 342 723 4229 57 1505 522 1434 47748 18,1,3448
1729 615 749 574 48 1680 1220 78 57 880 54 1220 151 3 15 1852 834 615 195 909,1,3455
506 94 21 142 36626 3 440 175 2 1211 584 1105 1224 175 242 2045 2011 43 36626 440,1,3468
690 451 61 104 690 1370 319 167 87 57 3 102 187 1328 1101 10 924 408 2092 40,1,3474
1386 337 425 75 9091 761 1608 337 638 335 18425 1342 324 647 1087 416 1438 156 5596 939,1,3477
2047 17 3084 2262 1219 916 3084 2262 64 2047 17 471 264 428 9091 1139,1,3483
1163 3584 7 1163 3584 7 450 569 1536 701 958 3428 209 729 49 196 1163 3584 7 209,1,3498
393 231 3281 50 210 3934 9 322 465 566 1326 1753 8 18283 7191 134 47753 790 25 3905,1,3502
4368 10 402 623 4 101 57 83 367 12 564 339 119 57 163 320 244 3 1178 7475,1,3519
2244 1477 111 415 151 27 50 610 27 2482 63 720 709 2244 63 111 650 295 92 709,1,3524
302 1664 565 828 2903 15 149 302 1664 2694 2903 348 1587 36 704 1738 348 17 931 5,1,3525
15 32 80 114 51 348 80 21 160 939 139 17 15 51 80 145 2246 26 1909 26,1,3540
744 67 247 110 208 156 378 2473 48 138 500 458 524 16 69 415 4 744 67 41,1,3551
248 1441 537 361 14964 27 7 15 630 951 1415 22264 5 378 29674 27 1653 973 248 540,1,3557
18434 216 4 744 67 41 61 104 31 191 154 1655 183 14 31 96 216 96 5858 399,1,3624
3706 2225 459 563 298 563 298 568 130 472 563 1960 929 901 599 563 2727 2273 496 3561,1,3656
7047 1277 27 672 7047 1031 1277 27 274 1531 2383 193 616 212 93 62 1277 27 42 846,1,3697
567 21 6084 5164 151 417 201 567 21 6084 5164 151 253 58 109 79 151 216 57 85,1,3716
1581 2359 532 27 7 29 811 4489 77 27 7 3300 1581 2359 77 5161,1,3721
5277 274 701 143 1219 38 1639 3 274 177 5277 274 566 729 75 1356 879 48 140 569,1,3740
