443 387 898 10 387 898 10 1156 358 1845 4100 3463 443 387 898 10 1156 358 1845 4100,1,111231
23455 48 140 9 52 214 290 1055 214 52 2 2058 134 230 48 140 212 860 203 2,1,102138
35 107 2 210 31 463 194 3889 9 4 3662 107 1 495 79 24 1 4988 31 463,1,81732
884 3052 21254 229 717 626 1293 1642 404 3052 1642 404 359 657 775 840 206 688 670 18,1,60544
285 54 1998 4169 47206 2080 53 4 20 545 5 2677 2665 222 21115 1082 1386 20 2665 1046,1,149360
367 67 695 163 673 208 105 695 101 340 579 223 37 1271 96 119 55 72 101 32,1,51047
2673 251 771 57346 251 4 159 4 487 6985 167 771 6985 167 275 61 104 487 2673 275,1,183076
11659 18521 270 527 377 4 358 68 141 38 2353 1 11659 18521 270 856 288 223 2353 1,1,187728
1494 9341 755 302 4427 698 15357 302 8346 908 346 19 2035 2347 15134 91 908 1268 668 206,1,182934
1622 388 912 9394 3 4634 62 478 1622 388 912 9394 3 57350 912 5939 3 1369 388 187,1,99050
3927 3814 92 184 7 156 899 30 954 21 1842 7 8276 5709 11489 142 137 994 1842 21,1,188150
18 382 715 229 247 233 128 4 229 41 208 12 1265 41 208 4 98 1202 343 232,1,68615
437 22 3212 39 36 45 62 95 22 1584 3212 39 22 566 220 1594 731 11 7 13504,1,110461
387 438 402 872 6485 188 254 31 12 188 771 3930 14 475 313 438 387 188 423 595,1,153683
96 80 7 4 358 172 5251 96 80 3 96 101 3 26 7510 96 193 762 96 80,1,35198
1528 81 421 224 4 96 183 154 81 144 306 79 4308 1528 20 1 1364 16 5394 341,1,49644
27 3163 859 67 6144 4694 1429 56 27 287 3163 81 51 41 1503 116 85 309 314 309,1,303581
1633 2437 175 156 893 496 428 670 1691 2226 41 240 2226 2437 38 156 14 893 1401 496,1,125043
86 393 231 495 79 92 130 1 113 86 3303 4208 13 1 2921 363 1149 17 4208 260,1,251976
267 111 1049 272 2179 323 4 249 740 1 1 6154 627 201 172 111 1049 1 1 238,1,253306
19 2641 4377 85 148 481 1262 1575 4377 85 148 481 1429 2564 4377 4413 290 85 11071 130,1,185337
367 3817 438 176 2579 18 367 92 438 388 18 694 2579 18 3614 97 297 319 438 749,1,182404
800 607 5 3710 197 134 280 439 1 607 194 607 1862 1380 9960,1,34142
107 176 898 265 708 796 989 10196 1446 2073 389 176 898 1446 359 107 13 1298 1 261,1,8182
684 134 615 278 3114 57354 52 375 35714 504 1739 7 148 47 2258 655 57355 2403 148 47,1,122041
213 1139 2876 60 611 444 505 230 2641 264 2534 4 12 151 3 68 56 1379 12821 13,1,240337
154 581 43 185 44 2145 9 335 295 1359 4 916 340 4 41 6839 18 41 4 154,1,79566
399 340 1411 2860 3432 1066 1411 74 274 74 616 50 27 19 1111 27 7 823 1168 274,1,24426
2473 91 382 251 160 939 1970 1159 153 2473 91 382 251 97 230 131 914 899 1804 151,1,77278
677 53 2293 21 450 252 57358 14564 66 1121 47147 6259 101 359 15 812 677 1919 3567 6259,1,91425
1149 1697 1373 773 23294 280 708 9 1095 8075 5331 5 33 645 166 33 1697 13 13 39,1,51898
2592 1512 241 288 946 190 165 3 25 288 241 1088 946 348 28796 190 165 3 60 165,1,24131
355 28 253 12 41 107 9 1916 566 1985 899 1916 178 1419 1719 656 570 282 14505 62,1,58577
387 3 289 1198 263 113 79 3 289 27 453 3 184 3 48 3 334 90 1214 199,1,1365
32 508 305 204 267 4 5 128 305 2008 32 508 645 65 508 2481 4 2077 221 927,1,220440
273 3 664 585 248 53 160 1047 36 4040 236 1615 173 6000 581 43 585 1 650 1,1,68275
408 1554 143 733 3618 773 2 2150 1557 4146 161 324 916 221 39 549 197 3618 185 7931,1,55801
32 278 4651 1436 3400 2209 21 472 702 640 2 2040 472 187 10655 492 488 1409 393 231,1,25178
246 3 598 47209 90 246 444 47209 90 12130 57363 5210 90 340 90 317 444 353 97 122,1,324436
1433 193 6317 2860 3432 162 2240 6317 187 34 6317 1318 199 59 622 814 59 622 34 19,1,16751
462 16769 3710 3300 4634 437 30 66 1346 462 16769 634 57 7391 163 47 2245 485 206 86,1,128922
1488 2238 3990 183 329 1902 2479 844 1238 2201 1690 4486 1488 2238 3795 72 782 11 6003 1484,1,61509
313 389 6189 663 1 447 313 389 6189 313 340 12 1106 125 2733 340 1099 159 67 615,1,18877
224 581 43 185 44 9 687 2356 1518 3816 3 501 1093 232 154 130 18 41 581 43,1,46815
1830 2565 8096 1376 287 499 287 499 1086 5774 1086 622 244 4 453 3 364 1125 2 289,1,52176
32 508 610 27 2541 165 9 1388 272 9 147 206 936 653 16655 708 3199 4 726 87,1,335686
218 438 57364 243 205 632 188 7590 739 3398 141 2906 1155 517 497 52 15 32 189 438,1,49226
90 2154 12883 152 20 20 2154 73 821 20 88 3884 20 79 20 5563 4738 362 348 20,1,140480
3298 1477 2015 1477 919 790 405 2033 4619 982 53 12998 720 900 1477 2015 2 168 460 592,1,67199
859 543 1105 1224 175 9 532 56 2563 6064 5046 43 399 201 77 1105 1224 175 47 172,1,23601
328 1212 352 92 1933 144 183 11 245 3376 5432 641 9 6343 864 2 36 2087 9090 1959,1,98634
31 98 18 1361 2 1200 90 15 900 299 214 8 9 40 4710 3229 3199 202 4 5,1,84374
1466 18 2244 2219 912 920 912 920 340 9 518 4363 912 920 59 42 6404 3294 4676 920,1,160036
294 224 52 83 3 4 41 294 154 130 61 1365 44 286 151 3 83 57377 2235 437,1,33191
989 1001 690 2005 21 156 350 989 1001 3377 1174 155 2005 21 2417 9 960 1743 159 14,1,249264
3602 218 601 411 4 20 434 606 6897 83 1430 3135 624 3602 218 5349 37 20 1205 157,1,217888
2393 18 3797 181 3028 1545 18 4 116 18 4 57378 18 3797 3028 1157 5 1545 178 16155,1,1755
8409 4321 396 790 202 451 242 98 18 223 1644 1190 1362 2088 300 19257 621,1,2713
67 5061 1497 560 1009 189 389 5 118 143 62 2596 269 2019 29 316 22 1387 30 6213,1,5597
163 1027 5567 152 15 87 184 163 349 1027 5567 1510 15 163 1027 832 96 27,1,95129
5563 4738 47 2154 100 5563 4738 47 2154 100 61 1383,1,56819
33884 80 3322 156 3300 1894 9231 33884 2 213 456 504 1540 193 80 114 27 193 3014 1540,1,53782
3048 183 163 183 101 96 101 881 2555 407 78 183 11 2639 193 2354 183 1304 3048 101,1,23567
42 387 174 1145 192 11 156 460 16433 514 2 160 914 69 156 1990 679 4 192 11,1,11622
562 11 48 138 337 138 62 337 138 35 101 562 11 24 101 2883 224 1807 24 762,1,128874
563 57 111 84 2179 834 671 98 68 931 380 2179 834 1356 2097 2183 535 1807 563 57,1,55833
268 2363 2663 91 83 1199 21 32 2550 229 247 497 2663 91 1146 8363 587 226 1989 83,1,136672
48 225 2122 946 180 144 495 68 768 11 251 26 26 76 216 3 102 3 510 331,1,68218
19748 30 695 21 310 228 22 1375 159 174 2021 4 84 311 18 41 1436 1375 159 174,1,139826
8545 137 537 313 361 566 556 1625 248 4282 537 361 882 45 4210 2082 933 731 3581 522,1,23246
717 838 526 386 14 526 2091 50 9 36 108 70 654 526 442 613 120 1303 20 526,1,65267
387 174 494 867 35 2090 81 11 239 84 439 439 260 439 436 494 867 81 11 70,1,263
442 181 1143 89 183 144 152 442 417 1143 189 89 183 144 89 81 144,1,213231
153 716 450 897 51 499 45 1158 335 897 51 416 1356 1996 522 222 1539 1326 727 52,1,36999
273 21 281 57 726 183 417 36 45 62 422 17 190 1007 3 5503 184 273 3 281,1,133644
3 3315 101 4 72 101 4 16789 3 3315 1407 184 3 87 121 140 79 52 16789 17,1,50152
41 2 135 566 1754 43 25 93 62 827 62 2279 1047 53 60 1658 289 27 613 2,1,2300
10761 946 25 141 25 141 2 1639 50 10761 270 5983 317 5983 1974 2097 11284 270 490 250,1,186672
978 38 367 38 978 14 10913 780 62 60 978 20 20 10913 856,1,320716
149 4393 768 1428 156 378 19 1186 554 1428 36 45 230 47028 2047 280 768 51 24 896,1,15202
5275 246 2053 1766 1846 585 44 183 11 566 1150 3480 183 1846 183 11 238 971 150 971,1,313191
310 125 338 12 559 447 4066 61 104 81 11 125 41 12 559 447 1497 60 2576 519,1,295214
9341 1436 375 138 450 5394 48 138 464 464 499 45 75 3932 843 693 584 375 138 113,1,21552
32 4553 1296 2339 1383 877 143 792 378 716 5 7 272 672 2447 804 1296 2339 888 877,1,59717
1232 646 73 1793 1990 2162 2086 346 69 56 9 1133 1118 1555 466 1081 646 147 393 5,1,55297
43 319 438 388 152 388 113 436 319 188 128 124 362 9 43 201 438 49,1,77730
578 321 221 649 6 136 9546 1412 1476 1122 415 221 649 6 136 9546 1412 1476 1122 88,1,265381
55 923 85 98 5 55 923 85 98 18 254 735 18 220 30380 13514 896 5933 9 812,1,62797
1118 1839 1649 1127 844 93 14464 9 433 428 906 282 1649 1127 147 280 1118 1839 162 488,1,143144
1755 183 329 2 1401 183 329 7191 5935 1426 225 183 329 104 692 1755 183 329 420 385,1,1922
1624 244 159 137 12420 1624 244 3 178 57425 11 170 182 5 4397 244 159 1624 206 1275,1,108861
2393 1373 231 12135 56 339 350 53 1596 6778 1373 231 1667 592 360 12135 11311 13 39 6,1,69456
75 22 384 1765 1019 10 75 22 384 1765 1019 10 1219 62,1,91385
1029 21 100 209 448 169 3508 219 3 1509 100 5580 499 45 62 2 40 21 470 248,1,110208
167 747 1 472 2380 204 747 56 60 120 4 259 1 88 747 370 105 367 852 76,1,40801
605 4877 1148 2428 175 304 272 488 4877 1148 2428 175 4 406 81 11 2428 38 91 7256,1,185645
810 3 1 2438 871 1381 9 272 871 1381 327 5394 48 138 415 6738 162 810 3 1298,1,172941
111 575 4620 382 111 3710 350 268 182 548 541 111 575 4620 382 111 1690 571 36 45,1,16760
769 96 101 349 2046 4241 20 2046 13461 309 314 2046 14941 1 2046 1906 2046 5770 287 5770,1,67809
480 10541 95 338 41467 113 62 480 10541 95 338 17 41 1408 4576 5058 143,1,88072
521 940 3725 1804 4567 202 32 1546 294 154 1248 10 929 241 98 291 334 382 251 487,1,129433
3763 1012 10 2942 85 1248 790 10 3763 31 110 78 33 227 182 110 241 33 1015 227,1,58113
1182 11 421 1547 4 540 102 3 11 403 101 678 144 144 603 601 1214 193 601 2658,1,15628
134 104 515 66 56 515 327 15587 23457 16567 315 271 1848 346 11240 3302 5364 12570 5414 2264,1,69226
299 10987 1918 13 3807 299 6236 299 174 13 19 299 1028 924 299 1625 1625 2931 299 362,1,120511
904 99 397 1264 687 397 822 6471 7996 3767 313 99 397 29 1043 313 65 61 40 212,1,12426
741 69 3 251 630 48 138 4 115 741 69 3 67 1059 216 76 529 116 2355 503,1,186133
545 8809 121 1180 51 4 430 184 11 79 1458 439 430 121 452 1762 1458 1827 1458 1458,1,298639
1624 515 120 827 332 56 515 120 2028 1095 88 88 227 88 6 227 6 13 572 215,1,63760
4346 380 2199 632 6340 268 1126 551 679 947 380 2199 632 39 230 62 551 497 24 525,1,87919
3690 329 154 3331 86 2040 329 154 2193 179 212 1597 3506 610 179 238 4399 1981 5786 150,1,98482
48 273 3 1199 48 3 119 1199 48 3 41 1114 273 3 2426 386 206 168 381 568,1,49278
7090 688 241 383 944 57437 57438 9 6530 1254 25929 9 30932 2 514 2511 1634 203 9 2239,1,28088
217 633 193 184 51 165 13361 633 3315 98 47 322 465 9 93 62 8 14 93 16,1,141437
5940 8439 10572 948 152 1908 153 2234 203 93 709 113 534 8839 754 6252 775 10898 4863 5679,1,28526
2604 1772 838 152 74 1 96 1600 130 1 634 98 571 5 3200 1 1 353 96 1,1,16648
4560 306 2570 233 154 1788 367 294 224 1 1289 952 306 3300 14462 939 530 332 202 2,1,114504
1105 12246 145 10 777 400 680 22400 1105 12246 234 400 680 114 1233 500 98 18 10 321,1,181241
191 192 11 1449 224 497 2511 191 192 11 1449 224 79 1397 1449 224 703 419 1934 419,1,40049
2187 2139 337 27 172 2139 337 151 27 52 27 79 352 27 248 17,1,12914
989 3358 85 61 104 371 3358 18 348 441 223 295 169 961 6565 832 200 92 165 441,1,106804
1667 4574 142 795 453 28 3380 752 209 433 6684 3766 1811 639 28 2 17 830 45 77,1,57295
367 32 8123 31 1106 165 333 678 1359 701 143 359 152 278 267 639 31 1106 165 333,1,8042
578 321 47 12 444 511 2921 671 98 241 429 84 311 12 240 41 1 17 1 578,1,128194
125 3 283 15 975 218 125 3 283 15 975 218,1,146799
1118 99 674 22 4651 919 450 99 674 22 4651 64 3611 2974 16 357 5003 262 2736 635,1,33563
3798 805 833 48 311 528 488 1580 385 48 85 19 3333 17724 252 35 48 311 33 249,1,55674
242 1992 15 686 478 4046 460 335 4464 462 478 2362 4 3141 74 1 15 686 87 478,1,317561
2110 673 7706 85 104 3945 475 367 1020 7706 85 16 357 17891 17892 2357 15651 341 7706 312,1,20955
2189 1530 2607 111 1818 2607 111 644 4 87 695 101 50 37 25 1465 695 50 37 37,1,43338
134 116 1223 2533 4 4960 5 116 1223 134 2533 2802 788 274 1219 914 5058 3833,1,52846
71 1839 92 12878 85 348 13 1913 3934 1192 393 45 488 738 18 242 3950 92 12 1295,1,253785
980 310 3 84 632 4 12 3 540 14 86 87 230 4821 61 4 12 1481 264 116,1,80163
1324 2877 1003 1324 2877 10 27 73 5882 5882 114 475 177 81 51 87 192 51 824 184,1,1058
102 175 32 744 67 247 1863 1436 102 175 7513 4205 1753 2564 5529 91 608 102 175 167,1,100976
164 419 164 400 216 34616 56 9 4 400 216 74 87 1067 78 101 72 78 1498 173,1,87842
22452 45 378 315 360 7546 471 510 10 60 284 1837 57 7458 138 1406 1607 1837 619 315,1,406
2920 16949 2198 278 338 509 247 305 1548 2920 16949 326 160 130 278 84 668 326 1513 247,1,186074
616 546 3 2527 157 1436 111 691 606 80 831 630 56 465 9 68 1099 546 3 1208,1,285701
5535 57452 5535 103 357 71 15472 666 57453 7400 974 3070 26709 570 1849 1824 474 163 4858 8861,1,218954
411 402 875 9 3 956 57 80 114 411 603 11 233 44 1531 114,1,187157
352 930 1069 28 2876 481 352 930 367 1069 28 1736 647 911 352 161 429 585 1736 13,1,47611
712 913 2541 1650 591 96 3624 530 236 20 2541 1650 591 706 398 39 1 212 96 28,1,195681
2642 41 404 6854 2472 778 346 2642 41 404 766 792 1894 958 337 138 1387 714 315 346,1,136607
151 21 273 21 184 21 2172 61 104 273 3 184 3 151 31 3 273 3 184 11,1,45688
2950 4013 57 1311 1219 62 481 188 2950 160 1305 438 45 3012 1438 7616 85 212 968 1007,1,179677
634 3557 69 5 333 4 1 520 1631 1271 466 74 164 1383 4 1 634 2215 1478 99,1,163394
2080 232 746 241 288 2126 94 3 152 241 288 3805 331 511 1 172 658 331 511 1,1,74212
521 52 720 2952 138 830 793 1964 720 4925 582 5306 52 720 146 4779 146 15 348 1995,1,128716
137 768 609 3365 768 11 182 61 1359 379 359 36 45 564 43 137 201 768 609 3365,1,121288
385 84 3789 120 278 338 156 497 1811 7174 385 3789 338 270 120 278 338 806 32 278,1,124462
1114 111 584 62 118 40 62 587 4695 363 1893 1114 111 1019 1419 499 45 62 363 2,1,6070
3398 141 188 585 3612 445 152 35 96 3612 216 1 36 45 75 578 321 18 585 23,1,166004
265 305 107 92 1587 53 1248 146 908 61 6680 1342 75 153 268 4040 8 268 3038 9,1,176127
1029 355 28 6778 6281 823 6326 2229 3117 506 16055 57471 1429 355 28 6778 7570 46 2268 172,1,94512
32 87 57 445 1740 31 57 101 1740 101 101 1465 1740 192 400 445 1740 109 15 118,1,88996
1095 18 44 15921 634 224 1164 191 188 1702 623 1164 191 188 1702 623 39 42 147 93,1,9293
298 165 2458 95 224 4 76 87 119 1059 216 730 76 76 12 319 452 68 5 115,1,86894
346 4116 506 111 63 17 2374 4524 384 1765 111 277 1 1 109 563 111 277 1 1,1,22478
125 3039 10 581 43 7741 589 201 4026 694 125 191 188 724 125 4644 191 3930 56 4,1,2842
92 1147 26 2 26261 204 1581 871 495 68 56 501 63 564 325 259 2312 31 3867 18,1,193933
2078 98 333 1561 1006 2078 98 821 98 123 187 3673 319 1537 98 319 229 84 299 84,1,42356
2876 6115 515 584 630 1910 56 2876 515 62 22 668 708 4 25 1840 110 1508 288 1273,1,210239
609 9490 630 859 177 859 35 859 27 20 112 494 12847 20 937 27 20 616 20 3805,1,88310
945 1733 24 952 72 1167 5 44 1726 7560 72 301 1167 499 45 75 1095 37 2077 2554,1,98682
619 1511 1516 209 7851 315 1511 2876 958 9 592 131 1220 2387 1833 8 9 156 350 910,1,225814
10 6122 4 6172 8797 229 84 1454 41 4 12 526 3 613 374 47 189 634 1143 5705,1,63775
90 32 2106 1010 288 126 1010 52 2 816 90 1010 3261 288 1010 2 3457 1889 129 2619,1,57787
1892 34 2013 4 267 386 12 145 41 788 12 34 730 1892 730 556 2013 1170 32 281,1,40960
2127 177 272 543 48 140 2127 27 14 187 57480 27 57481 204 27 222 1962 204 27 270,1,103182
1681 177 2209 274 500 228 99 177 181 80 177 1681 606 447 99 177 113 47250 1681 2209,1,142481
1729 10 742 1344 48 543 1729 10 490 8189 480 1729 15 561 3947 63 453 712 913 92,1,10237
597 50 712 277 494 1460 167 2172 4 3899 597 50 682 557 1671 265 1460 167 26 7760,1,78954
1764 2880 215 4 237 87 3 215 170 42 2880 215 31 439 607 5 57483 9753 104 31,1,163763
1144 712 913 28 819 3812 39 104 96 54 894 3812 624 39 54 181 712 913 413 3139,1,146413
633 443 191 27 17 633 443 191 27 2812 791 5,1,52186
2532 30 14031 1193 826 792 30 284 99 14031 1193 308 71 2065 147 62 2532 2086 1436 57484,1,38119
644 155 57485 133 3563 1512 288 4 57486 141 78 141 709 246 181 644 155 32 508 276,1,263300
31 78 101 189 320 1 156 2876 56 31 78 101 189 320 1 1380 245 20699 44 101,1,45953
9 27884 104 5933 98 18 4187 564 104 5933 98 85 220 450 14457 3381 57489 2 29 201,1,290846
1644 949 27 237 204 821 27 204 69 616 5 651 176 2 43 137 176 27 5 5766,1,3278
420 2687 2298 69 2687 163 4186 4 101 801 2687 2298 69 130 2687 2298 69 562 144 1957,1,220676
3641 188 690 768 11 224 3641 188 3641 188 690 768 11 224 153 420 1525,1,190
79 992 5933 98 4 5933 98 374 98 79 348 323 98 18 43 1380 914 57496,1,131570
494 47 545 11 242 801 495 510 11 430 545 31 140 76 439 430 76 424 430 76,1,201561
19198 989 1246 202 467 15723 47255 1413 1246 202 71 5887 780 56 989 1246 202 304 467 35,1,179637
1260 2808 14164 472 9817 752 30 24155 3030 5881 6054 12741 80 1161 27 7 6899 1901 284 2294,1,262467
9157 2738 760 7 2738 760 7 248 989 760 7 2738 3341 1684 16 19338 2738 760 7 608,1,47899
1822 28 1710 3130 96 224 61 104 17 68 28 1862 59 238 855 6 2012 91 279 45954,1,99078
1800 107 4289 506 4650 445 457 257 760 1800 107 272 14 4289 506 230 45 4650 445 4346,1,32911
83 5 294 224 472 257 4 744 67 208 424 257 1153 1017 91 294 224 369 1210 403,1,66551
1114 111 710 1518 310 1221 4179 1 5330 1775 1775 4032 9 884 62 379 987 1114 111 62,1,7318
483 305 1925 870 366 688 3918 547 1911 2641 305 78 277 647 57 2171 1234 301 411 347,1,182412
483 107 102 301 1266 134 5978 483 107 128 13 502 560 2987 1266 1343 1824 4928 93 16,1,135012
899 12 712 346 1219 1159 153 899 712 346 712 913 12 151 21 566 220 35 2151 4089,1,587
242 1173 2253 2318 3121 323 4 1619 1256 759 2585 12 18 1297 172 2253 2318 5 204 809,1,147013
1562 5647 297 125 92 495 510 125 92 2503 157 1562 297 3626 887 2698 904 1663 4527 904,1,162108
185 44 354 1 510 24 1 185 803 185 85 2923 185 44 625 301 354 260 724 625,1,125224
863 28 2609 297 141 497 863 28 2609 297 141 113 480 221 2977 287 1310 2977 2609 2880,1,302249
191 19 47 2941 691 32 1119 148 47 4895 29 606 794 1183 1119 393 3360 201 46 58,1,95751
3890 1217 203 138 1141 1668 19330 3059 9422 2249 1539 9422 415 9 322 750 9 131 42 9,1,135148
7173 101 695 2281 104 5908 55 72 1414 101 695 11967 681 1204 198 9 765 951 8006 108,1,122119
185 412 179 351 1073 9 770 4598 2236 62 8 185 412 56 179 8691 6085 14709 748 560,1,57037
1494 271 203 43 358 2529 1494 203 4859 47258 1667 218 25 6426 5531 1158 222 4082 69 176,1,1812
57513 26 3196 5755 185 403 9 1048 1073 1238 3344 36727 565 300 9 1555 36 45 62 34097,1,36276
16063 720 7926 870 138 60 475 120 870 138 36 45 16 300 5649 22 64 672 870 1846,1,312507
56 481 1366 128 297 188 908 56 297 225 95 250 4587 146 908 671 276 4 388 1035,1,56569
9816 1063 1945 417 152 1063 1945 281 386 253 26 447 1831 34 281 9 14 1063 1945 805,1,43336
2391 1473 422 267 4 221 6 136 1122 221 221 6 136 6 136 6 136 1122 57521 221,1,131494
57523 5219 1477 681 2 118 1382 8 1359 9 641 27677 8637 36 497 707 940 19293 1248 10,1,133262
80 674 610 2621 1195 821 15 175 2621 114 583 177 59 310 114 147 446 924 290 1641,1,135669
31 188 798 2579 188 68 2839 3045 95 97 57534 188 694 3751 2115 585 935 411 2579 188,1,202742
137 1304 504 4467 813 4467 6427 1243 427 9 1416 2043 215 1214 1304 504 4467 813 4467 528,1,47080
3160 2936 1078 563 417 36 45 62 481 7978 2936 1078 10 1903 563 417 17 56 120 4,1,78132
98 85 1121 1800 107 2091 9028 18 7 9 6335 760 3415 1754 571 1133 919 1238 4765 1865,1,31250
1024 32 151 6384 4 12 32 151 3 155 36 45 215 2988 4256 2488 32 278 2 197,1,125501
3186 99 885 16664 3926 32 5910 47189 662 209 1365 465 99 16664 3926 918 33537 918 5757 8005,1,119980
2591 2453 2908 23 1293 152 2474 267 7022 2007 12447 241 288 1160 581 43 2908 17 63 238,1,269799
57540 1 6561 4 358 510 291 90 1317 4595 25 25 4595 7387 423 68 9384 1 3957 6561,1,102051
4540 35816 4014 7881 85 451 4503 1315 556 547 16 17 5690 55 45811 7146 1567 4540 35816 945,1,244751
285 15 61 104 286 3648 268 2363 268 2363 95 252 400 680 61 104 114 2969 70 2855,1,122092
1680 1848 346 302 568 3960 153 360 10 302 7 118 2 153 515 620 184 1042 568 130,1,215274
176 5990 453 897 591 351 2177 1245 3944 7484 4 62 3772 35 13 3975 297 467 897 311,1,336826
372 1351 54 339 119 163 120 339 119 67 101 8623 1351 54 1244 44 389 2 109 118,1,143790
5204 419 225 4 532 11 2199 954 11 2598 130 184 1230 181 44 532 1962 3113 276 1684,1,124992
1078 494 1117 1075 4 26 1117 1075 4 74 1609 833 4 1161 486 26 1510 26 280 2097,1,86683
1105 7704 1296 22 30 7619 21523 28101 1282 1105 1224 1912 1296 22 4689 19 47 375 4689 222,1,187598
19754 128 130 435 84 627 671 627 157 307 3908 3908 466 155 152 48 1549 3908 3908 744,1,144567
5189 751 54 268 2363 2268 9 821 342 284 60 41 2728 2044 57549 14 5270 332 226 60,1,122406
273 21 51 193 1803 2959 51 4 12 956 57 151 3 68 11 57550 217 193 1787 2720,1,69560
47170 15775 10 65 1067 127 947 2528 19196 14478 893 428 351 939 8 2649 4390 4 12 3,1,11576
6194 4632 86 755 140 14846 1378 1208 6232 6194 1101 2 15414 77 1400 48 755 184 714 53,1,282538
2790 177 248 4482 8696 5603 488 2790 177 248 62 35 3545 213 2790 27 322 219 1129 9301,1,6180
1644 521 22 406 2205 2417 65 113 1830 521 10076 2088 428 12622 19 18 7 124 93 1522,1,1420
6775 10 1006 1341 1880 40 8 1359 9 263 5510 6516 236 57558 217 54 1006 1341 1880 44,1,87848
486 674 293 5126 225 821 331 3120 1484 1411 1394 237 1685 365 1826 575 331 9567 692 23,1,41624
2299 326 2973 177 804 327 2188 1793 4324 232 1299 2299 326 2300 39 177 290 2299 492 1571,1,9737
989 5214 10 1299 54 367 304 32 210 1299 54 6305 1 1 1 118 15 1252 3293 4085,1,264651
15 1188 92 2668 15 44 152 5 15 1188 3317 653 1941 1541 703 367 92 1147 1941 149,1,108448
300 284 635 428 335 34285 2387 479 10925 1342 914 2532 1146 1144 1886 66 952 1753 965 53,1,56314
100 567 3 1093 81 11 919 982 219 656 83 5 206 681 167 7 15 587 621 6479,1,186439
82 2214 22801 333 152 211 319 550 4 3250 333 22801 466 2 68 1041 38 211 3250 79,1,77043
1539 377 7823 5758 104 5758 1006 377 7823 8176 17 514 232 2662 475 56 97 725 152 87,1,152470
1955 363 4593 629 323 152 4593 963 629 323 1208 509 918 2001 57562 697 3205 393 15 488,1,35980
1837 149 619 1706 634 9 153 8 65 268 364 30 2022 416 449 36 4152 4 123 95,1,55647
